,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,title
1609,B002715FCI,"[0, 0]",5,This is the 2nd headset I have bought the first one I lost when I went to replace it I bought 2 different ones and hated them both!! I will only use this Motorola headset it is clear and comfortable I highly recommend!!,"11 29, 2013",AILXGKWECNK66,jacquie m.,Best headset of all time!,1385683200,Motorola H680 Frost Bluetooth Headset for Motorola RAZR V3m - Non-Retail Packaging
482,B000GUKT9Q,"[0, 0]",4,"I love this headset for the money! I've been using it for a couple years now and I don't know how I ever lived without it. I have gotten my money's worth a hundred times over. I find it comfortable enough that I forget I'm even wearing it. I have some issues with clarity in a few spots, but if I hold my phone closer to the headset in the fuzzy spots, it's okay... and that's not in a lot of places, just happens once in a while. It's easy to pair with any phone too. I used to have a motorola and recently switched to a Samsung. It paired up with no problem. I recommend this product. It's a great place to start if you're looking for your first bluetooth.","11 26, 2010",A2VIMRVTUCKF9M,zeppbiatch,Great value in a bluetooth,1290729600,Motorola H350 Bluetooth Headset - Black
444,B000EIXG7C,"[0, 0]",1,"Don't get me wrong the H3 looks good and sleek but it gives too much feed back. What I mean by that is that when your on the phone, the other party hears an echo.  This happend on all the calls. The only thing that kept me from returning it was that I lost the receipt and i threw away the box!  I don't recomend wasting your money on this. One you may try that has worked for me is the H500.  Cheap looks ok and best of all, it works!!!!  Oh yeah my Razor had a hard time linking to the H3.","05 13, 2007",AAFX1DTZNTPMM,"R. Louie ""Game Master""",Awful-Piece of Junk,1179014400,Motorola Bluetooth Headset H3 (Black)
973,B0017P5AR0,"[0, 0]",5,I bought this to use with my iPhone 3G. I have had a difficult time finding a device to use with my phone. Some keep losing the connection. Some wont connect at all. So far this works every time and sounds very good.,"03 25, 2009",A10YYZSMCYWGPK,Amazon Customer,Works great!,1237939200,Motorola Bluetooth H710 Headset [Retail Packaging]
267,B0003RA29O,"[5, 5]",3,"If you have large hands ( like me ) you will find the keyboard difficult to use. I had particular difficulty with the 5-way directional button. No matter how carefully I used the button I ended up hitting the adjacent buttons too. I also had problems using the camera feature because of it's tiny size. However, in the interest of full disclosure, I am a bit of a klutz. I was also displeased to find that the unit's limited memory made any real web browsing impossible. Also, there appears to be no Bluetooth compatibility with Macs. It will sync with the use of a data cable ( a separate purchase required ), but I think it's a shame to spend the extra bucks for Bluetooth only to find it is of limited use.What made me decide to return the phone was that I found the signal to be weaker than any other cell I have ever owned. We live in a little valley that compromises the signal of any cell phone, but the A630 couldn't establish a solid connection.It's a great looking device and it feels very well built. The screen is small, though it provides a very sharp image. I strongly expect that a more nimble fingered PC user might find the phone's many features to be tons of fun.","01 30, 2005",AVLDQY3JWB6HU,D. Golden,Not so happy experience,1107043200,Motorola A630 Phone (T-Mobile)
307,B0006B3QY0,"[0, 0]",5,"this is a great product, but i order the wrong size and i intend to pass it forward to anyone in need of it.  the purchase price was great.make sure you know the size of that adapter, before making your selection.","07 12, 2014",AXGU1QV70M0UL,,It's only one earpiece...,1405123200,Motorola 2.5mm Mono Hands-Free Headset - Black
505,B000J4YU3A,"[1, 1]",4,"I bought this product hoping that it would provide some privacy when riding the train to work everyday. Although it does, it is minimal at best. It is exactly as advertised, ""Mirror Like Screen Protector""... you can see yourself when the iPhone is off as if you were looking in a mirror.I don't feel that it hinders the brightness/colors of the phone much at all... However, in intense sunlight it can be hard to read the screen do to glaring.Pros: Your iPhone screen is protected, and you have a always available mirrorCons: Can cause a glare in bright areas, extremely hard to attach without some sort of bubbles on the edges. (though I was able to get it right)I bought this in conjunction with theelago iPhone 3G Slim Fit Case - Black + Microfiber Cleaner (Made in Korea)and couldn't be happier.","05 7, 2009",A2C264HY1HHZVX,"Nicholas M. Folts ""Nikk""","Mirror, Mirror, On The Wall",1241654400,Mirror Like Screen Protector Shield for Apple iPhone 3G
778,B0011G9LCU,"[2, 2]",3,"First of all, I really like these headphones.  Having a remote and mic is now a requirement for all headphones I buy - and these meet the that bar.  They sound great, a bit bass heavy, but that is fine.  For the price ($20), they are an excellent value.  Now the downside - they are not durable.  Every six months or so, they stop working.  I send them back to Maximo and they send me a new pair.  I guess you get what you pay for - but I wish they lasted a bit longer.  If you are willing to go through the hassle, Maximo's customer support is great.","04 9, 2011",A2QYJ6LXHHX5XM,Sam Yahm,Great When They Work,1302307200,Maximo iP-HS2 iMetal Isolation Headset
1630,B00276S55M,"[0, 0]",5,I am pleased with this camera protection wrap.It is easy to use and is a great safeguard for most compact cameras.It doesn't completely keep out sand etc. but is certain to protect your camera from shock etc.,"12 3, 2009",A1HBI9BBQIG1NH,Ward J. Lamb,An economical handy safe guard,1259798400,Lowepro D-Wrap for Digital Camera (Black)
291,B00069IQG0,"[0, 0]",4,"I have been using this for a month.PROS:It is a good value.  It works really well, and it lasts a very long time on a charge.  The WindStop feature works very well.  People have been able to hear me very well while driving and even while playing volleyball.  It stays on the ear well but is not uncomfortable.CONS:The unit looks okay but is less attractive than some of the other high-tech units on the market.  3 of my co-workers have commented that it looks like I am wearing a phallic symbol on my ear, which is really not the look I would like to achieve.","07 31, 2005",A36CCV2B7XQGJK,"Todd K. Whitehurst ""Todd Whitehurst""",Good value but gets medimum ratings for looks,1122768000,Logitech Mobile Freedom Bluetooth Headset
1030,B001AQQ7KA,"[0, 0]",3,This cover is just like a red one that I had.  The rubberized finish rubbed off of that one exposing bare metal.  I haven't used this one yet because I feel pretty sure the same thing will happen.  I can't really give a fair review of this product yet.,"08 30, 2009",ADF3NY8332Q9N,aka 181,Have not used it yet,1251590400,LOOKING DEALS - RUBBER FEEL Smooth Black Case Cover for Brand LG EnV2 VX9100 VX-9100 Protective Cell Phone Hard SNAP-ON
1452,B001MRZY3S,"[3, 3]",3,"The LG KP500 is adequate if you are using it primarily for phone calls, email, Web browsing, and text-messaging. However, it does have a few problems/limitations:Touchscreen: This phone uses a resistive touchscreen as opposed to a capacitive touchscreen. The touchscreen isn't very responsive at times, which is a real annoyance. (Capacitive touchscreens, such as those on the iPhone and Blackberry Storm, are more responsive and support multi-touch gestures.)Homescreen: You can only add/remove a predefined set of widgets on the Homescreen: Calendar, Clock/Alarm, Notes, Music Player, Picture Viewer, Social Networking (My Space, Twitter, Facebook), and International Time.Single-Axis Accelerometer: The keyboard doesn't always change to a full QWERTY keyboard when you change the orientation of the phone from vertical to horizontal.Web Browser: Browsing the Web using the built-in Web Browser is a frustrating experience. The links on a page don't load at least half the time when you click on them. The page also takes a while to refresh after it's been scrolled. I downloaded and installed Opera Mini, which works flawlessly.Email: The phone can store only 300 email messages. Once the capacity is reached, you have to delete existing emails from the Inbox in order to retrieve more emails. Deleting emails is a hassle: you have to (1) select and delete emails from the Inbox (deleted emails are then placed in the Deleted folder) and (2) navigate to the Deleted folder and delete the emails again before they are finally expunged.Syncing With Outlook: I am able to sync with Outlook on my PC only through USB, not bluetooth. I get a ""Pairing setting is failed while connecting with the device [sic]"" error message with bluetooth syncing. The To Do list is barely functional -- there is no way to sort it and the subject field is only about 14 characters wide. Calendar and To Do List are limited to 500 items.FM Radio: The FM Radio only works with the earbuds (included) plugged in. The earbuds use a proprietary LG connector, not a standard 3.5mm audio plug. The sound from the earbuds is tinny.Camera & Video: The camera has no autofocus, much less zoom capability. The camera is best used for close-up shots (distant objects are blurry). The video is very choppy because of the low frame rate (12 fps).---There you have it. The above are some important considerations you might want to take into account before making a purchase decision.","03 3, 2011",A1VQHH85U7PX0,"MyBeesWax ""A Music Fan""",LG KP500 Problems/Limitations,1299110400,"LG KP500 Cookie Unlocked Phone with 3.2 MP Camera and Digital Media Player--International Version (Black), No-Warranty"
1182,B001EN109C,"[1, 1]",4,"It works great! Easy to setup and instructions were clearly written.  The battery lasts and lasts.  The minor issues were:- FM transmitter with the car radio has some static associated with its use. Since the speakerphone is so loud and clear, don't really use it.- The microphone is very directional, Needs to be set up correctly.","12 28, 2008",A2LBE8HZK12G5D,J. Bilbruck,Great Speakerphone,1230422400,Jabra SP700 Bluetooth Speakerphone (Discontinued by Manufacturer)
1614,B00275G0H8,"[2, 2]",5,"Finally a reliable and clear alternative to holding the phone to my head! I've used 5 different blue tooth ear ""buds"" in the last 4 years, and this beats them all. The sound is clear on both ends of the call and is very simple to use. My Samsung Solstice II has never sounded clearer. The voice activation software on the phone works very well with this speaker phone.","02 16, 2012",A15S26550AJ3WC,Ed,Reliable and clear,1329350400,Jabra SP200 Bluetooth Speakerphone Car Kit [Retail Packaging]
187,B000056PYW,"[0, 0]",2,These things were terrible.  The &#34;Boom&#34; would keep pulling the ear but out of my ear and I couldn't keep anything in place. The cord was very flimsy... It was just an all around bad buy.  Wouldn't do it again.,"11 25, 2007",AVP1NL6GYMVR,RDSWY4,Bad Idea... Bad Design...,1195948800,Jabra EarBoom for phones with Universal 2.5mm Jack (Discontinued by Manufacturer)
350,B0006J419Q,"[0, 0]",1,"This model, the C150, is one of 4 Jabra headsets I have ordered. I continued to try different Jabra models because the ear piece is by far the most comfortable and best sound quality I have ever used, however, all 4 Jabras had very poor microphone quality. With each one, the persons on the other end could not hear me. Disappointed. I found that it worked well with a cell phone, but not with a cordless phone.","07 6, 2011",AK5EGL0XX3RTV,Reader Man,Poor Microphone Quality,1309910400,Jabra C150 Headset for 2.5mm Universal Headset Plug
431,B000E7YSWK,"[62, 70]",5,"Jabra did nothing wrong with these. They are solidly build and beautifully designed. They have paired easily with every device I've tried, and even work very well as a hands free headset for a bluetooth cell phone. However, they don't work with my Mac, and contrary to the insinuation by the other reviewer, this is in no way Jabra's fault. Bluetooth is bluetooth, and it's up to the computer manufacturer to support the ""profiles"" supported by various devices. In the case of the Mac, Apple's Bluetooth support is incomplete; they don't handle the advanced audio profile required for stereo headsets, and so this headset (or ANY other stereo bluetooth headset, for that matter) will not work with a Mac until Apple decides to fix this. This is completely out of Jabra's control, and this is a very well engineered device. If you own a Window's XP computer, this will work very well.The only negative I can find is that the headset is not adjustable and thus may not fit everybody comfortably. (My wife, for example, can't get these to sit well.)","09 15, 2006",A198CCH4NNLI2E,Jonathan Birge,"Great headsets, but Mac users can't use ANY stereo bluetooth headset",1158278400,"Jabra BT620s - Bluetooth stereo headset for mobile phones, music players, PCs and other Bluetooth devices"
737,B000XT3L7W,"[2, 2]",5,"I bought this for a specific purpose, not it's primary intended purpose.I bought it to use on my motorcycle for the voice instructions from a TomTom GO 720 GPS. I really like the GPS, and use it a lot in my car, but its output options for audio on a motorcycle are really limited. It does do bluetooth, but only to a device that self identifies as a 'HiFI stereo device'. Helmet-ready 'HiFi stereo' kit is seriously expensive, given the need for sound isolation (=earplugs). The Jabra BT3030 works perfectly for this application. The supplied earphones provide sufficient ear-plug effect, and are comfortable for long periods (hours) under a helmet. They also provide good quality stereo sound. For me, for this application, this is an excellent, sensibly priced solution.The Jabra is also an excellent handsfree phone headset, and also is excellent at playing music stored on my phone's SD card, and though I never felt the need for either of those functions before, having tried it, I shall be using it for both.The only 'problem' is that all three devices are 'too smart' for me to be able to use all three functions at the same time. All three devices can connect to two other devices simultaneously; the phone to the headset and the GPS; the GPS to the phone and the headset; and the headset to the phone and the GPS. And all have logic allowing a signal on one input to intelligently overide the signal on the other input. So if I connect them all at once, the GPS gives me navigation directions, which the headset picks up, but the phone also detects the directions, decides that they need to be passed on to the headset (since the phone is not 'in use') and repeats them about a quarter second later to the headset, The headset starts relaying the instruction from the GPS, then gets the instructions from the phone, decides a message from the phone overides an (assumed) 'music input', and overides the GPS instruction with the same instruction a quarter second later from the phone, but only during the actual words, it flip-flops back to the other signal in the silences between words! The result is what I can only describe as a 'stuttering echo' or an 'echoing stutter' :DSince I don't want to talk on the phone while I'm riding, I just switch off the phone while riding, and switch off the GPS and switch on the phone when I stop riding. Works for me. :)If you wanted to do all three at once, I'm not sure even the expensive gear could solve that problem...","09 11, 2009",A2I4LS3L2EFG3J,Brian Henderson,Excellent for a sensible price,1252627200,Jabra BT3030 Bluetooth Stereo Headset (Discontinued by Manufacturer)
787,B0011WFERU,"[0, 0]",3,"The price was unbelievable. $0.01 - one penny, that's how much the price was, plus s&h; total about $3. I don't know why the price was so low but I'm very happy with my purchase!The design is great. When I tighten it around my arm it never moves no matter how fast I am running. It feels very tight and I feel my phone is perfectly secure inside it. This is a high quality product. I almost purchased another one for $25 but I'm glad I tried my luck for this product which sold for one penny.The 3GS screen can be easily accessed when inside it too.I don't have any complaints. It works, it looks great, it is of great quality, the strap is elastic and tightens up really well, gets the job done, works for what I bought it for.Happy customer!UPDATE: I'm no longer happy with this product. Buy yourself a quality product instead. I drop my rating from 5 to 3. I only bought this because it was $0.01 at the time.","03 23, 2012",ASY4YLO36SK7E,NF,Unbeliavable price + quality + works great for cardio,1332460800,Insten Deluxe Adjustable Black Armband Sports Case Cover Compatible With Apple iPhone & iPhone 3G
218,B0000WZWSI,"[3, 3]",4,"I've been using this phone for a few months now and have had a chance to use most of the features.  Most of them are pretty standard to cell phones these days, but a few things are worth commenting on:-Great speakerphone.  Very loud and clear sounding, both ways.-Decent battery life.  Almost lasts a week with minimal usage; 2 days with heavier use.-Battery meter is very inaccurate below 1/2 charge.  Seems chronic with Motorola phones.-Nice, clear display.  A bit hard to see in the brightest sunlight, but other than that, no problems.-Camera is of average quality at best.  Takes okay pictures for a new wallpaper, but that's about it.-Serious annoyance: One of the side buttons that remain exposed when the phone is closed controls the type of ring/vibrate.  It's very loud if you don't already have the phone on silent/vibrate only.  Basically, to quickly change to phone from a loud ring to silent--say in a theater--you have to make a loud noise.  Very short sighted.  And since the button is exposed even with the phone closed, you end up hitting it by accident quite a bit.Overall, I'm pretty happy with the phone.  I could've chosen a smaller phone with a better camera, but not with a speakerphone, or with speakerphone, but not at this price.  (...)  Can't beat it on value.","09 8, 2004",AUD0C37FRGAP5,davepy,"Pretty good phone, great value",1094601600,Iacocca: An Autobiography
1242,B001GL9A5S,"[4, 9]",1,"Storm comes with  a screen protector already. Unless you want to replace the orginal bubble-free protector with your own, there is no need to buy this.","01 6, 2009",A8H7CHZWGFSOF,S. Qu,You really don't need it.,1231200000,High Quality Screen Protector Guard for BlackBerry Storm 9500 9530
596,B000LMBJMA,"[0, 0]",1,"Thought my headset for my computer which has a 3.5mm plug would be able to be used by plugging into this converter cable which then would fit my ATT 2 Line office phone. It does not. The price is so low, it would cost me more to send it back than it cost to buy. Bad purchase.","05 17, 2014",A26F2ZPHBUIJ6W,"Robert H. Alamshah ""ralamsha""",Doesn't work on ATT Desk phone,1400284800,Headset Adapter 3.5mm to 2.5mm Audio Adapter and Converter (Black) - Non-Retail Packaging - 2.5MM - Male - 3.5mm FEMALE
577,B000LJU5E6,"[0, 0]",5,"Looks good, has some grip to it, does the job.","07 3, 2014",ABAQXOHSBOFSC,"S. C. Horst ""achiever""",Great case,1404345600,"HTC One (M7 2013) Case, BoxWave [UniColor Case] Hard Shell Case with Colorful Bumper Edges for HTC One (M7 2013) - Frosted Black"
142,9985039998,"[14, 22]",5,"It's true! This cable outperforms the original! When I charge my phone, it's chargier. The data is more datery and the phone is more phoney in general. If I wear the cable around my neck like a bolo tie, people like me better and I can run faster and jump higher.  If I circle my dinner plate with it, the food tastes better. Basically this cable makes everything better than the original. I'm thinking about getting a 2nd one!","08 7, 2010",A32ORGD6KLKM9N,BlinkDog,Perfect!,1281139200,HTC Incredible Phone Charging USB 2.0 Data Cable
843,B0014YJHNW,"[0, 0]",3,"I have to say, me and this product have had a love and hate relationship.Let's go over a few things:This product Includes:*The actual mount*Variations for different iDevices, (it can fit up to a iPhone 3G)*A free AUX to AUX cord-----Now the review. I have to say I was very pleased with the product for about a few months.I should note, the product came in a very generic white cardboard box. Yes, cardboard.Then, it would refuse to stick to the windshield no matter how many twisting and variety of places I tried. It just wouldn't stick. Some of the components don't ""feel"" of high quality. (You get what you pay for)So I had to move on. It was a good run though.If you are like me, and are sick of looking for a reliable mount for your iDevice or other electronic, please, please check out the:iOttie Windshield Dashboard Car Mount Holder for iPhone 4S 4 3GS Samsung Galaxy S3 S2 Epic Touch 4G HTC One X EVO 4G Rhyme DROID RAZR BIONIC INCREDIBLE 2 CHARGE Google BlackBerry Torch LG Revolution GPS Compact Size 360 degree RotatableI have had no problems with this, it is very high quality, and super easy to install.If you are looking for a very reliable mount, this may not be your best option. The iOtiie is only a few bucks more, and worth so much more.","06 25, 2012",A1VHDGG2CXBQ6T,"Luke Jarrett ""&#34;J.R&#34;""",Love-Hate relationship,1340582400,Griffin WindowSeat Windshield car mount for iPhone 3G with iPod touch 1G Adapter and Auxiliary Audio Cable
1054,B001B4QMI8,"[0, 0]",5,I have not had my iPhone 3G for a long time but I do remember that I only had this a short time before my brother switched it with his because he liked it more.,"04 19, 2013",A35A2RWUMC737N,Gamore,great,1366329600,"Griffin Elan form Case with EasyDock for iPhone 3G, 3G S (Black)"
1116,B001CI741M,"[10, 10]",5,"Feel like I've bought every version of screen cover.  At one point, I became so frustrated with the air bubbles and cheap look of the others that I stopped using them altogether. But, I was still worried about protecting my iphone 3G. Then, I ran into someone who had one of these on their phone.Yes, it does make for a slightly darker screen because it's anti-glare (TIP: you can adjust the screen brightness in settings for greater brightness, if you want).  But, I think it makes the whole thing look slicker, and the touch pads definitely work as well as without any cover.Haven't had any problems with pixelation on mine that other reviewers mention. In fact, can't quite figure out what they're talking about - unless it's the slightly darker screen.Despite the higher cost of this one over the non-anti-glare packs I'd purchased previously - this one has been a better value.  After eight months of use, I'm still on my first one- and it looks as good as when I first put it on.","09 16, 2009",A1W7R5ZAGVOSVQ,"J. Lee ""imajeel""",Won't use any other screen protector now!,1253059200,Green Onions Supply Glossy Screen Protector for iPhone 3GS & 3G - 2 Pieces per Pack
367,B0007PLY0S,"[0, 0]",3,"Let's start off with the fact that this is a well made case and fit my Nexus 4 flawlessly. The workmanship was good and after an initial breakin period that lessened the oil seepage and the smell I was very pleased with the feel. I used this for about two months before switching and had almost no wear or other issues. I tend to carry very small wallets and had hoped to use this product to combine the wallet and the phone into one convenient package.But still, it just didn't work out. It was awkward to hold while making phone calls because of the large ""spine"" on the case and I'm old school in that I actually talk on the phone. And the ""wallet"" portion wasn't quite up to snuff. By the time I put my driver's license in there (an exceptionally tight fit on the windowed part of the case and I was almost not able to remove it later) and a couple of credit cards it was actually too thick to keep in any pocket comfortably. The ""covers"" of the case are very thick while they protect the phone and contents, two of them are too much when combined with the thickness of my thin Nexus 4 and a couple of credit cards. I tried keeping it in a hammer pocket in my carpenter's jeans and in some cargo pants, but it was too high to fit well into those pockets.I really like the concept of this thing, but it just didn't do what I hoped it would.","10 12, 2013",AQTJQTODJ66PB,RK,"It's almost what I wanted, but it didn't work out.",1381536000,"Galaxy S3 Case, BoxWave [Classic Book Case] Vintage Book Design Wallet Cover for Samsung Galaxy S3"
1401,B001IUXN8M,"[0, 0]",5,This has to be one of the best leather cases I've ever had (& I go through cases or clips like Paris Hilton probably does Herpecin-L),"06 7, 2011",A1B3K46SDHIK1E,"J.O - thirdeyeinsight . org ""Joe""",Best Case I've Had in a Long Time!!! (Read Review)!!,1307404800,GNWE PREMIUM SPECIAL Apple Iphone 4gb 8gb 16gb 32gb Perfect Fit Leather Case (All Versions Including 3g)
1381,B001ISL548,"[0, 1]",5,"Ok, so first of all, I've read some comments, and I was very skeptic about getting this digitizer. Some said that it's an APPIE product, yeah, maybe from other salers. I've ordered mine from MobilePalace, it came on the exact expected del.date, and it's says ""  2008 Apple "" ( the year when 3G was put up for sale ) so yeah, maybe it's an original one, who knows :PNOTE: You don't get tools with it, or the adhesive lens tape. You only get the digitizer and the glass on it ( just like on the pics ) so don't expect too much. I haven't tried it yet to test it, but when I do, I'll let you guys know what's up with it ..5+ from me ;)ps: check out the costumer pictures sector, to see what you'll get.","11 28, 2011",A1FMD4QK8AKX0O,S.Sokolova,Glass & Digitizer replacement,1322438400,For Apple Iphone 3G Replacement Front Glass and Digitizer - Repair your cracked glass
708,B000V9W3WI,"[0, 0]",5,"This took all of five minutes to install in my XT panel. Just pop the bottom retainer, pull the old one out, move the wires, and snap everything back into place. Couldn't be more satisfied.","01 19, 2014",A30A2CB66H3XZA,Andrew J. Morton,Just what I needed,1390089600,ExpertPower EXP612 6V 1.2 Amp Rechargeable Battery
821,B0012OP7HE,"[4, 4]",5,"I have owned the following headphones:Ultimate Ears SuperFi 5vi Noise Isolating Earphones w/ Microphone--> 2 pair have worn out after less than 1 year of use.  I am finally getting a refund from Ultimate Ears.--> The noise isolation is minimal, and they don't stay in while running--> The mic is down the cord and people have complained about the rubbing shirt noiseShure SE310 Sound Isolating Earphone--> These used to be my favorite, I destroyed one pair by mistake, and lost another pair.--> The noise isolation is fantastic, and they stay put while running--> The mic is an extra $40 - $50 accessory and it also suffers from the rubbing shirt noise (torture for the person on the other end of the call)Now for the Etymotics--> There is cord noise, but that is because the noise isolation is fantastic (don't try to eat potato chips while listening to a podcast ;-)).--> To reduce cord noise while running, simply use the attached clip to secure the cable to the top of your shirt collar.  If you route the cable inside your shirt there will be even less noise.--> The sound reduction is much much better than the Shures.--> The standout feature is the mic.  It is on the cord just below the right ear headphone.  It is so easy to answer a call when running, and no shirt noise! With the Shure's and the UE's the mic is on your chest and the answer button is harder to find.In terms of build quality.  The Shure's start to fall apart after about 6 months, just the housing around the headphone.  The Ultimate Ears just start to cut out, the connection starts to fail.  The Etymotics do not have either of these problems, they sound great, are the best in sound reduction, and the best mic.","06 28, 2010",A2IT7S59GSASN7,"Mark Taylor ""markdtaylor""","Best sub $200 headphone/mic, as of July 2010",1277683200,Etymotic Research ER23-HF2-BLACK Earphones/Headset--Black
1642,B0029U2WWI,"[0, 0]",3,"This Energizer/XPAL XP2000 power pack is nice and compact. It's about the size of a credit card and half an inch thick. It's got a glossy plastic finish and a 4-LED battery indicator so you can check how much charger it has. I love the fact that it has a standard USB output, and not the horrible proprietary tip system in the XP600. It charges through a miniUSB port and has a reset button - although I'm not sure why.This device adds about 1260mAh to my Nexus 4, which isn't too bad. It outputs current at 0.5A, though, so don't expect it to provide 1-hour charges or anything.Good build quality, decent capacity.","06 25, 2014",AVOSDKS4BAHKJ,Mr. Wazowski,Small form factor; only 63% of listed capacity,1403654400,Energizer XP2000 Universal Rechargeable Power Pack with 2000 mAh - Black
513,B000J6FWTO,"[0, 0]",2,"These things may work decently, but the reason for using them is completely awful. Oh, and after about 2 weeks, I could only hear static through the headset while speaking, which would not happen when I used the same headset with my computer","01 24, 2014",A2JER72X2A7BM1,Peter Young,Eforcity 3.5mm Stereo Headset Speaker Adaptor,1390521600,Eforcity 3.5mm Stereo Headset Speaker Adaptor for Sony Ericsson
1551,B001UO45SI,"[0, 0]",2,"i bought these as a replacement for the screen protector i purchased when i got the phone.  my old one had been beaten up and had a few nicks in it (after a year and a half).  i put one of these on a few months back and it's already pretty beat up.  it works but isn't great quality.  i would recommend getting some at at&t or sprint for a few more bucks.  if you don't mind changing the cover ever few months, these are a good cheap option.","06 11, 2012",ARSSOKY64C7QE,"KRANZO ""KRANZO""",they work but aren't as good as other screens,1339372800,EMPIRE 5-Pack Premium Reusable LCD Mirror Screen Protector with Lint Cleaning Cloth for Apple iPhone 3G 8GB 16GB / 3G S 16GB 32GB [EMPIRE Packaging]
964,B0016Y9R6C,"[12, 13]",5,"I like it, it's small and light enough to take during traveling! Then only con I think is the power, it can't charge my iphone 3G battery fully for once. Given the price and the size and weight, I still highly recommend this one!","01 1, 2009",AOOMENP7IH8DB,"N. Qu ""Ning""",small battery does it job !!,1230768000,Duracell Instant Power Charger for USB Compatible Devices
1174,B001E8Q8XA,"[0, 0]",5,The screen protector does what it does and lasts for quite a while.  I change it once about every 4-6 months.,"03 12, 2013",A185O1MX1RP964,Master Woo,Definitely does its job,1363046400,DB Premium iPhone 3G Full LCD Screen Protector - 3 Pack
233,B000227PL8,"[2, 2]",4,"Because of proliferation of USB based products, the USB hub is now more neccessary than ever. If you have multiple USB based devices (printers, keyboard, mouse, flash storage, USB speakers, iphone/ipod jack etc) and want to consolidate all your devices into a one single hub, then this hub does its job well.This devices works equally well both in Windows (Vista) and Mac OS (Leopard and Snow Leopard).It is about half the size of a medium sized hand.Each USB port has its own dedicated LED light. The LED light indicators, however, are little brighter than I would like. It MAY bother those who are extremely light sensitive while sleeping. But a cheap way to alleviate such a problem would be to cover the LED lights with tape.I used this device as a hub for all my USB devices for my MacBook Pro (2009) and the device works flawlessly, including for my USB speakers.","09 5, 2009",A313H6238N589,"Jaewoo Kim ""OB-Wan""",Becoming more of a neccessity.,1252108800,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
197,B00009WCAP,"[0, 0]",1,"Didn't work, It did not work at all. I have a dead spot when I drive to work, where I totally lose the Signal. This device did not help at all. DO NOT WASTE your money on it. even for less than $2.00, its not worth anything.","12 8, 2013",ADRLYZ64HNP6K,mrjtg,"JUNK, WORTHLESS, DOES NOT WORK!!",1386460800,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
539,B000KNJEV8,"[6, 6]",1,"Terrible quality, didn't fit my vents securely. Flopped around when driving..tried to take it off and it broke. Waste of money.","08 24, 2012",A257BKKG86JEDN,Jaycee,Cheap,1345766400,Cellet universal car vent or dash mount phone holder with adjustable grip for apple iphone 3g 3gs 4s 4 ipod touch
1038,B001AY3IJA,"[0, 0]",4,"It doesn't always give you a boost, it seems to depend on what towers its finding, sometimes nothing, but MOST the time you get a HUGE boost off this. I was just in the bighorn mountains on my bmw motorcycle. There were campsites where I was the only one with cell service. at one point i had a half dozen people in my campsite using their phones.. turn the device off, instantly back to ZERO bars. Meaning it has a stronger receiver than an iphone 5, which is pretty good. Not to mention that the MORE bars your phone has the LONGER the battery lasts due to less energy being used to send out signals. Very good buy for the price.","09 19, 2013",ATMR2RU7TU69L,Alex Larsen,This actually does work.. EXTENDS BATTERY LIFE TOO,1379548800,Cell Ranger Stix 8811960A Plug and Talk Dual Band In-Vehicle Wireless Portable Amplifier
987,B0018LJM5E,"[0, 0]",5,Bought for my former blackberry and love it so much I bought another one for a gift. They loved it.,"03 6, 2011",A5ZTD1Y2J0EHC,glm7,Cool,1299369600,Cbus Wireless Black Silicone Rubber Case / Skin / Cover for BlackBerry Curve 3G 9330 / 9300 / 8520 / 8530
671,B000T1RU3A,"[0, 0]",5,"i use this headset on my msi wind, and i have tried many bt headsets. it turns out that most of them fall under the wireless store mantra. ""sell crap for more"". but this headset sounds good plus you can step on it, drop it, loan it do a drunk friend, and then have it fall out of a car, and it still works. its a great product. just buy it and then you wont have to buy crap.","02 20, 2009",A30HTH72XPYK33,Chris B. Hirner,"owned many bt headsets, this one isnt crap",1235088000,Cardo S-2 Bluetooth Wireless Stereo Headphones
1211,B001F2Q0BU,"[0, 1]",1,"Amazon shall remove this product or vendor from their list.The connector does not fit the 3G or 3GS IPhone, pure trash.I should have requested my money back, too much waste of timeand energy. Shame on you Amazon for not having a better quality controlover the products that you list or the vendors you do business with.If you want to waste your time and money buy this product.Thanks","09 2, 2009",A1QSBNFQFUCH7P,Sergio S. Barrera,"Poor product, deceiving and does not work  with the 3G or 3GS",1251849600,Car Charger for iphone/ipod
