asin,battery,button,cable,call,car,case,charge,charger,color,cover,day,design,device,fit,get,hand,headset,iPhone,issue,life,look,lot,mount,order,phone,place,plug,pocket,power,price,problem,product,protection,protector,purchase,quality,review,screen,side,size,something,sound,thing,time,unit,use,volume,way,work
B003VOW5WI,0,0,37,9,0,1,0,0,0,2,2,0,6,0,12,0,0,1,0,0,0,0,12,0,47,13,2,0,9,7,4,10,0,0,4,15,5,0,8,2,5,1,1,12,44,6,0,4,24
B003VPV9JW,0,3,0,0,0,0,0,0,0,4,0,1,0,4,1,2,0,13,3,-1,1,1,0,3,9,4,0,2,1,0,1,12,2,25,4,1,1,32,2,0,1,0,3,8,0,3,0,0,3
B003VS2U06,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6,0
B003VSICYY,2,5,0,0,0,29,0,0,1,1,0,6,0,4,0,0,0,0,1,0,4,2,0,1,11,1,0,1,1,2,3,0,3,0,0,2,0,1,4,0,1,0,3,2,0,3,3,0,0
B003VYB9UW,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,2,2,3,0,0,0,7,1,0,0,3,0,4,0,1,0,4,3,0,3
B003VYB9V6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0
B003W058ZM,0,3,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,-1,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1
B003WI02UU,1,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2
B003WITNXC,0,1,1,0,5,4,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,13,0,24,2,1,0,1,4,0,1,0,0,0,1,1,0,0,0,0,0,2,0,9,10,0,1,4
B003WONMGU,2,2,0,0,0,15,0,0,8,13,1,0,1,2,3,0,0,0,0,-1,2,3,0,3,20,1,0,3,0,9,0,4,2,7,0,1,0,10,1,0,1,0,0,7,0,1,2,1,5
B003WR9ZA4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
B003WUX75A,4,0,1,0,0,27,0,0,0,3,0,0,1,1,1,2,0,0,0,0,4,1,0,0,18,1,0,2,0,0,1,1,2,0,1,1,1,0,6,1,3,0,1,5,1,6,0,0,0
B003WUXMW8,7,0,1,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,3
B003X26SLC,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,1,2,1,1,0,0,42,0,0,1,0,2,0,2,0,0,2,1,0,2,0,1,3,1,1,2,0,10,1,4,6
B003X6LPRK,0,3,0,0,0,21,1,0,1,12,5,0,1,5,6,1,0,14,1,2,8,1,0,17,58,6,0,2,0,24,3,32,10,60,9,21,-1,68,8,1,1,0,7,19,0,12,0,9,19
B003X7INLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,6
B003XAF4YQ,0,3,2,2,6,0,3,0,0,0,0,1,1,4,0,1,0,2,0,0,1,2,21,1,31,-1,1,0,0,2,1,4,0,0,4,0,1,0,2,2,2,0,0,4,3,7,0,4,7
B003XKS4WA,0,0,0,0,1,13,0,0,0,0,2,0,0,7,1,0,0,1,0,0,2,0,0,1,7,0,0,0,0,2,1,1,0,0,0,4,0,0,1,1,0,0,0,2,0,1,0,0,1
B003XLQRLE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,1,0
B003XM877A,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
B003XMDFAO,0,0,0,1,0,10,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
B003XNGY2Y,0,0,0,0,0,20,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,7,0,1,2,0,2,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0
B003XPF2P2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,5,0,3,0,0,0,4,0,0,0,0,0,2,2,3,0,2,0,0,2
B003XQMFWY,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1
B003XRZXP4,1,0,0,0,0,-1,2,0,0,0,1,1,3,0,0,0,1,0,1,2,0,-1,0,1,-1,0,1,2,0,0,1,1,0,0,-1,4,0,0,0,1,0,-1,0,0,0,0,0,0,0
B003XTI5RK,20,0,2,0,1,5,18,15,0,0,2,0,15,0,2,0,0,1,0,0,0,2,0,0,14,0,1,3,12,1,1,7,0,0,0,1,1,1,1,1,1,0,4,2,3,4,0,0,8
B003XV5V52,0,1,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
B003Y3BEUU,2,0,4,8,62,31,10,4,0,2,0,9,20,9,9,10,1,65,0,1,4,5,125,2,71,14,2,0,10,9,2,18,0,0,0,11,7,6,11,2,5,48,7,13,4,38,27,8,43
B003Y3DCGE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,-1,0,-1,1,0,0,0,0,0
B003Y5FR0Q,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,5,0,0,0,0,-2,0,1,0,5,0,0,0,3,-1,0,0,0,0,1,0,1,0,0,2
B003Y73QX4,0,0,9,0,0,13,11,4,0,0,2,0,1,2,0,0,0,9,3,1,2,0,0,3,15,2,3,0,1,8,4,10,0,0,2,5,1,0,0,1,1,0,0,4,3,1,0,3,10
B003Y74AZW,0,4,4,0,1,143,1,1,2,8,2,6,1,10,10,8,0,34,1,0,8,5,0,0,49,5,0,9,1,20,7,14,20,59,3,3,1,46,18,6,2,0,2,10,4,15,4,7,6
B003Y74KCK,0,5,0,0,1,114,0,0,3,7,3,7,0,6,3,0,0,44,1,0,4,1,0,1,37,2,0,16,1,8,0,7,12,3,1,5,2,4,5,0,3,1,6,5,0,6,3,8,-1
B003Y7G5ZU,0,0,0,0,0,10,0,0,2,3,1,0,0,0,1,0,0,2,1,0,0,1,0,2,15,1,0,1,0,0,2,0,1,6,0,0,2,8,0,0,0,0,0,2,0,2,0,2,0
B003YBRFEQ,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
B003YD0U8M,1,0,0,0,0,9,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
B003YD3OIK,2,-2,3,0,0,-13,0,0,1,4,0,0,0,1,0,1,0,0,0,0,2,0,0,0,10,0,0,0,-1,-1,1,1,1,0,1,1,0,0,-2,0,0,-1,1,2,0,0,-1,2,-1
B003YHYMB4,-1,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,0,-1,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
B003YK3UVY,0,0,2,0,0,13,0,1,7,3,0,0,0,2,1,0,0,0,0,0,2,1,0,1,8,2,2,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,1
B003YTSXYO,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,0,0,2,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,4
B003YTZ8DI,0,0,0,0,0,7,0,0,3,1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1
B003YVB3US,0,0,0,0,0,5,0,0,5,6,0,0,0,1,0,0,0,0,1,0,3,0,0,0,2,0,1,0,0,4,2,2,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,1,1
B003YX45CY,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,4,2,0,1,0,7,1,7,1,1,0,0,1,2,5,0,0,1,1,0,0,6,1,0,0,0,1,0,1,0,1,0
B003YZ41JO,0,2,0,0,0,14,0,0,1,4,0,1,0,2,1,0,0,0,0,0,1,2,0,2,6,0,0,5,0,-2,1,1,0,5,1,0,0,5,1,0,3,0,3,2,0,1,0,0,2
B003Z4L68S,0,4,2,0,10,12,1,0,0,1,2,0,9,6,0,-1,0,15,3,0,3,2,37,1,50,6,2,0,8,4,1,15,0,0,2,2,2,1,4,8,0,0,0,4,3,16,0,4,12
B003Z4XPF0,0,1,1,0,2,176,2,2,49,11,1,5,1,9,9,4,1,22,1,0,18,5,0,8,79,3,3,6,0,4,7,7,18,8,3,4,3,11,2,3,4,0,8,10,0,6,0,3,9
B003ZB5MI6,0,0,0,0,0,-1,0,0,2,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,0,0,-5,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B003ZBZ64Q,400,51,109,6,40,45,773,191,4,4,87,27,191,11,13,8,1,107,21,39,20,51,0,21,281,5,83,51,298,19,23,147,3,1,30,21,34,2,11,58,35,1,57,240,106,179,0,35,84
B003ZD7NEK,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0
B003ZGBQUE,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
B003ZJN136,1,0,0,0,1,15,0,0,3,2,1,0,0,0,0,0,0,0,1,1,3,1,0,0,9,1,0,2,0,3,0,1,0,0,0,1,1,0,2,0,0,0,3,1,0,1,0,0,0
B003ZKLLDW,0,1,2,0,3,72,0,1,14,3,1,0,0,4,1,3,0,12,1,0,9,-1,0,2,42,2,1,4,0,2,4,0,3,1,1,2,1,8,1,0,3,0,1,8,0,1,0,2,5
B003ZUQIT4,18,0,0,1,0,0,6,4,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3
B003ZWTMV8,1,0,3,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,8,1,10,1,1,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,4
B003ZX7RL4,29,10,2,10,6,6,12,9,4,0,16,3,16,2,12,5,3,12,18,13,19,18,0,6,275,8,2,3,11,12,15,3,0,3,10,28,11,39,3,4,9,6,13,32,1,55,3,13,48
B003ZZKL6U,0,3,0,0,0,35,0,0,0,5,0,1,1,8,4,2,0,18,1,0,2,0,1,0,24,7,1,3,0,1,4,8,3,4,5,5,2,11,0,4,1,0,6,7,1,11,2,2,0
B003ZZXLHQ,1,5,0,2,1,33,0,0,0,10,1,3,0,0,0,0,0,0,0,0,-1,1,0,2,9,4,0,0,0,0,3,0,8,4,1,0,1,4,0,0,1,0,2,0,0,2,0,0,3
B003ZZZB9C,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
B00400VOJ2,0,0,0,0,0,39,0,0,5,-1,3,4,0,3,2,0,0,5,0,0,4,2,0,1,26,1,0,0,0,7,1,2,0,0,2,1,0,1,3,0,1,0,2,2,0,0,0,0,0
B00404UR3C,0,3,0,0,0,16,0,0,2,10,5,0,1,3,14,3,0,32,1,2,8,1,0,8,48,3,0,0,1,19,4,16,10,65,3,13,3,74,0,1,1,0,4,8,0,18,0,4,29
B00404XIEM,6,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
B0040529N2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-3,0,0,0,0,1,0,-1,0,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,-2,0
B004063YOY,0,0,0,0,0,8,0,0,2,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,2,-1,0,0,0,0,0,1,0,0,1,1,0,0,-1,0,0,0,1,1,0,1,0,0,0
B00408B7ZU,0,0,0,1,0,0,1,0,0,0,-2,1,0,1,0,0,0,0,0,0,1,-1,7,1,8,6,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,-2,-2,0,0,0,4
B00408Z710,0,-2,0,0,0,14,0,0,5,1,0,0,0,0,2,0,0,2,2,0,1,1,0,2,4,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,2,0,1,5,0,0,-1,2,1
B00409E4JK,67,8,6,1,-1,159,57,9,2,2,14,1,1,3,5,2,0,33,-2,11,8,5,0,1,108,1,1,2,8,11,5,12,1,5,5,3,7,6,0,4,1,3,3,18,1,22,2,3,19
B0040IZECC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,3,0,1,0,2,1,0,0,3,0,1,0,0,1,0,0,1,0,0,2
B0040M0R66,2,0,1,1,2,27,2,0,1,1,1,5,0,4,4,1,0,0,0,0,1,1,0,2,22,3,0,2,0,2,1,6,3,0,1,1,0,5,3,0,1,0,2,8,0,7,0,2,2
B0040MGR7O,1,0,2,0,7,0,6,10,0,1,3,0,2,0,0,0,1,2,1,0,1,2,0,0,6,0,5,0,0,2,0,2,0,0,0,0,1,2,1,1,0,0,1,4,2,3,0,0,6
B0040OBVBO,0,0,1,0,2,0,9,9,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,6,0,2,0,2,5,2,2,0,0,5,1,1,0,0,0,0,0,3,6,0,2,0,0,3
B0040Q25VW,1,0,0,0,0,5,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0040UYG3I,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2
B0040W8PD8,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
B0040X33SE,19,28,4,29,7,3,16,12,2,2,3,13,69,2,15,12,26,28,9,16,9,3,2,4,76,7,13,19,9,16,13,34,0,0,4,63,10,0,7,14,14,38,12,28,28,72,31,19,65
B0040X39EM,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,1,0,0,1,2,1,2,0,3,0,0,3,0,0,0,1,1
B0040ZTH2I,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,3,0,5,0,0,1,3,0,3,0,0,0,1,0,2,0,0,0,0,9
B00410UOQK,0,0,0,0,0,1,0,0,0,3,2,0,0,5,6,2,0,7,1,0,1,4,0,4,21,1,0,1,0,20,1,12,3,22,3,2,0,24,5,1,0,0,2,6,0,7,0,1,9
B00410VD2Y,3,1,2,8,6,1,8,9,0,0,2,0,4,1,3,3,7,0,0,4,1,5,0,5,11,2,0,1,1,5,0,9,0,0,4,8,0,0,0,0,1,0,2,8,4,4,2,2,12
B00414WBT4,1,5,3,8,3,1,2,0,0,1,3,0,0,0,1,1,0,25,6,5,0,2,0,0,33,1,0,1,0,4,10,2,0,0,1,5,4,1,0,0,1,0,10,2,0,3,0,6,5
B00418UTYO,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,10,1,0,1,0,3,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
B0041D81WQ,11,8,1,10,9,1,17,5,1,1,9,10,13,9,2,2,48,2,3,9,3,5,0,4,51,2,0,6,6,6,7,17,0,0,1,20,3,0,2,5,6,9,5,21,11,16,10,5,13
B0041ERDF6,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,1,5,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,3,0,2,2,0,0,0,0,1
B0041F42H2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,4,1,0,0,0,1,0,0,1,0,0,2
B0041I76H2,0,2,0,0,0,20,0,0,0,5,0,0,0,1,1,0,0,5,0,0,0,0,0,1,3,2,0,0,0,3,2,2,6,0,0,0,1,2,1,0,0,0,0,1,0,5,1,6,1
B0041LVE2W,0,0,0,0,0,18,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,2,6,0,0,0,3,0,0,0,0,0,2,0,1,0,2,0
B0041MY6WG,0,0,0,0,3,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
B004206TQ8,8,0,2,0,-1,4,4,5,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,2,0,-1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1
B00427PUMK,3,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,6,0,0,0,1,3,1,3,0,0,1,1,1,12,0,1,1,0,2,4,3,3,1,2,9
B00428N9M2,0,12,1,6,1,0,0,0,1,0,0,3,0,3,0,0,1,6,2,0,5,1,0,1,6,3,1,0,0,2,3,2,0,0,0,8,0,0,1,4,0,12,1,1,3,2,0,5,13
B00428N9N6,0,2,1,5,0,0,0,0,0,3,3,0,1,7,3,0,2,10,2,1,5,5,0,0,24,1,2,2,0,8,4,4,0,0,0,16,2,0,3,2,0,23,2,6,0,16,8,5,24
B0042EBEA0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0
B0042FV2SI,1,7,0,0,2,30,2,0,0,38,8,1,6,12,41,3,0,41,4,2,29,15,0,38,218,5,0,5,0,61,13,96,16,157,25,30,4,226,15,6,12,0,17,52,0,35,0,25,74
B0042FZ9K0,0,0,0,0,4,2,0,0,0,0,1,1,1,1,0,1,0,7,0,0,1,0,21,0,9,4,0,0,0,2,2,3,0,0,1,1,0,0,3,2,0,0,2,0,1,1,0,1,3
B0042GUYZE,0,1,0,0,0,31,0,0,9,-1,1,2,0,0,2,0,0,1,0,0,6,1,0,1,4,2,0,-1,0,0,1,2,0,1,2,0,1,4,0,0,-1,0,1,2,0,2,1,1,0
B0042I3UJE,1,1,4,0,1,2,3,0,2,0,2,1,0,0,2,0,0,10,2,0,8,2,0,9,20,3,0,0,1,8,1,4,0,2,1,12,3,42,0,1,3,0,0,12,0,3,0,3,17
B0042LBH1O,1,0,0,0,1,4,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0
B0042LBLBU,0,0,0,0,0,14,1,1,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8,0,0,0,0,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
B0042LNT8S,0,0,0,0,0,22,0,0,1,1,0,0,0,4,1,0,0,4,0,0,1,0,0,2,11,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,2,2,0,3,0,2,0
B0042PQ1GG,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,3,0,0,0,2,1,0,0,2,0,3
B0042QP9NQ,0,0,0,0,0,20,0,0,5,2,0,0,0,2,0,1,0,2,0,0,2,0,0,1,5,1,0,1,1,3,0,1,2,0,1,3,0,1,0,0,0,0,0,2,0,0,0,2,0
B0042QTEIW,0,2,0,0,0,37,1,2,11,2,2,0,0,4,1,1,0,2,0,0,7,1,0,3,14,1,0,2,0,6,1,1,3,3,4,2,0,2,0,0,1,0,1,1,0,1,0,4,1
B0042RUOFI,16,6,3,3,0,2,1,0,2,3,5,2,4,0,6,2,0,10,3,7,4,4,0,1,77,4,0,6,5,0,3,0,0,1,2,5,6,9,1,0,4,1,9,10,1,14,3,4,7
B0042X8XJ6,12,26,1,16,11,0,17,7,0,0,3,3,33,11,6,3,55,7,4,8,4,6,0,2,49,7,1,4,3,27,8,15,0,0,3,30,2,0,8,8,12,15,7,33,10,40,8,6,19
B00430ZA3K,0,0,0,0,3,7,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,2,3,1,3,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1
B004367IKC,0,2,0,0,0,9,0,0,5,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
B0043EV20G,37,18,5,41,10,18,28,7,0,0,34,12,18,14,9,10,134,15,10,24,17,7,0,8,111,12,0,16,14,22,13,25,0,0,17,55,10,3,6,13,3,39,29,81,20,47,49,12,47
B0043EV20Q,14,21,0,9,6,6,7,2,0,0,3,3,16,2,1,3,23,10,2,7,2,3,0,2,31,2,2,6,4,4,4,2,1,0,1,13,3,1,3,2,3,9,10,19,-1,23,7,5,17
B0043EV24W,8,0,1,0,12,6,2,6,0,3,0,0,5,5,4,0,1,0,0,1,0,1,6,0,9,2,1,0,7,2,2,6,1,0,0,4,0,2,1,0,3,0,3,3,4,7,0,2,6
B0043GUKT8,0,0,0,0,1,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,5
B0043GZKHK,0,0,0,0,0,26,0,0,10,1,2,2,0,1,1,0,0,6,0,0,4,0,0,4,18,1,1,3,0,3,1,1,7,3,2,1,0,1,0,1,3,0,2,5,0,0,0,2,2
B0043H0JSY,0,4,0,0,0,10,0,0,5,1,1,3,0,1,1,0,0,1,0,0,2,1,0,1,13,1,0,2,1,2,0,7,2,1,1,0,0,2,0,0,1,0,0,4,0,2,1,0,1
B0043M668G,25,49,13,59,113,2,51,18,0,1,5,3,58,0,3,15,6,11,10,16,3,7,3,3,153,6,10,3,25,8,11,22,0,0,2,54,10,1,12,5,7,28,19,36,59,81,30,13,64
B0044ANNHE,0,0,1,0,5,3,2,0,0,1,0,1,1,5,1,1,0,0,0,0,0,1,16,0,26,1,0,0,0,1,1,5,0,0,0,0,1,0,2,1,0,0,1,1,0,4,0,3,7
B0044AVKCE,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,2,0,0,0,2
B0044IK8VU,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0,0,3,0,9,0,0,2,13,0,0,1,0,1,1,0,3,0,2,2
B0044INLSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,4,0,8,0,1,1,4,0,0,0,0,0,2,0,0,0,0,0
B0044KL1XM,1,0,0,0,0,5,0,0,0,0,0,1,0,4,1,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2
B0044TM0OC,33,-1,0,0,0,61,21,4,0,0,18,4,2,3,4,2,0,18,2,12,1,2,0,3,40,1,0,4,6,5,1,10,8,0,8,0,5,1,1,4,3,0,3,5,3,9,0,2,8
B0044WJUDS,1,0,0,0,0,6,0,0,0,3,0,0,0,1,0,1,0,0,0,0,2,0,0,-1,8,0,0,2,0,2,2,3,0,0,1,2,1,0,2,1,0,0,0,4,0,-1,0,1,5
B0045LHHCY,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,-2,0,-1,0,0,0,3,-1,0,1,0,1,-2,0,2,0,2,0
B0045U4AJI,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B0045WZ0T0,0,4,0,0,2,6,0,0,0,2,0,2,0,2,0,-3,0,4,1,0,1,-1,0,0,2,0,0,-1,0,5,-1,2,1,0,0,3,0,1,1,0,0,0,0,-1,0,1,3,0,0
B0045YVJ0M,0,0,0,1,0,7,1,0,0,2,-4,-1,0,0,0,1,0,5,0,0,0,-1,0,0,11,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,-2,0,1,1
B00461Q9PE,1,4,4,4,9,2,6,5,0,0,2,0,4,1,0,2,3,0,0,1,0,0,0,0,2,1,2,0,5,2,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,2,2,3,3
B00462QTA8,0,0,18,-1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,22,0,4,0,1,3,-1,3,0,0,0,8,1,1,0,1,1,0,1,3,0,4,0,2,6
B0046D3T5A,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-2,0,0,2
B0046D99V8,1,0,0,0,0,2,0,0,-2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B0046E8EW2,0,0,0,0,-1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,3,0,1,0,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0
