asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,title
B000PCCLPU,"[2, 2]",5,"I like these headphones.  I bought a cheaper model from Sony earlier, but really wanted to experience the best bluetooth headphones Sony makes.  So far, I really don't have any complaints.  The sound quality is very nice; much better than open-ear styles, pairs easily with my PC, G1, PS3, and my Vtech home phone.  Using it for phone calls is average, but very acceptable.  Blocks out a lot of noise naturally and can even use them while mowing the grass without cranking the volume all the way up to hear it over the mower.  Range varies depending on whether you're using it to talk on the phone or listening to music; I get a good 20 feet for music (little or no obstructions) and about 30 feet using for phone (couple of rooms away) for telephone.For me, I've found the perfect pair of wireless headphones.  Make sure to read some of the more detailed reviews here - lots of helpful info you'll want to know before you make the investment.  These should easily satisfy 85% of buyers.","01 11, 2010",A2YPFPIWA1F8FM,E. Austin,Impressed,1263168000,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000PCCLPU,"[0, 0]",5,"These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.  Being a hater of wires, I went looking for wireless headphones, and kept finding that the ones that rate well for audio quality tend to be ridiculously expensive.  I ran across these on Amazon, and decided to give them a whirl, even though they seemed too cheap (as in inexpensive, not poor quality) to be any good.I'm extremely glad I took the chance!  They have great sound, good volume, and great battery life.  I only have to charge them once a week (I listen probably only a couple hours a day, and not every day, so take that for what it's worth), which is great.  They also do a good job of isolating you from the outside world, and likewise, do a good job of keeping your tunes from bothering other people.If I had to pick out any issues with them, I'd say that they could stand to allow for bigger heads - I have them extended out as much as they will go, and they JUST fit.  I guess I am one with a big head :).The only other issue I could pick out is that the on-board controls are a little hard to pick out while wearing them - they are small, somewhat flush, and close together.  Still, I've gotten pretty adept at controlling my music with them.I have not tried them for phone calls - I tend to like to use the phone directly while at work, so I can't say how well the microphone performs.Overall, I'd say these are a great find, especially when you consider how expensive wireless headphones tend to be.  I highly recommend these!","12 15, 2012",A2L113YBLKJD5Y,Jeremy Kane,One of my favorite purchases in recent years,1355529600,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000PCCLPU,"[0, 1]",2,"The sound quality is good WHEN it works.  Although easy to pair with Blue Tooth to the iPhone once I did it and tried it again at the gym I can't get the music to play and of course you probably already know the controls on the Sony Headset don't control the iPod/iphone?  I thought it was really cool at first but after trying to get it to work at the gym for three days running it goes back.  It is also worth mentioning that you can't use regular rechargeable batteries.  It has a built in Sony battery that you have to use its own specific charger for.  Oh goodie, something else to recharge and keep up with.  Not worth the headaches.","10 5, 2009",A209DD198R0W1X,"Manasseh ""Manasseh""",Not for iPhone,1254700800,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000PCCLPU,"[4, 4]",4,"UPDATE 11/23/2010: The DRBT50's now have more (and less!) functionality when used with the iOS 4.2+ software. You can now change volume for the headphones using the onscreen volume sliders (previously the volume bar changed to say ""DRBT50"" and you had to control it using the headphone controls). You also have the option to output sound to either the headphones or ipad speakers (a new toggle icon appears when the headphones are on) which is nicer than having to turn them off completely to use the ipad speakers. You can also go to next/previous song using the built-in controls. You still need to press the play/pause button for them to connect, unfortunately (other bluetooth devices connect instantly when turned on).Unfortunately, this comes with a huge downside.. videos default to playing audio through the ipad speakers. If you listen to music through the headphones and a music video comes up, the sound will come out of the ipad (you need to go into the controls and change it every time one comes up!) Even worse, other sounds such as those from games also default to the iPad speakers.. but have no option to output to the headphones (which previously worked perfectly). The downsides far outweigh the positive additions in this case, and it's something that needs to be fixed.Original review:I picked up the DRBT50 headphones for my iPad, mainly for peace of mind. I like listening to music on my iPad, but find my headphone cord always ending up in the wrong spot - getting stuck in my chair or wrapped around something. I get that ""If I had just rolled my chair out, the iPad would've gone crashing down"" feeling. Whether it's with short cords or long ones (long cords have the problem of being too long!). I wanted a wireless option that had great sound but didn't break the bank.The DRBT50 has been the closest to that, that I've found.Pairing is rather quick  (but you will need to read the manual on how to do it). Unfortunately the iPad doesn't automatically connect to it - this means that you not only need to turn the headphones on, but connect them in the Settings -> Bluetooth option. Annoying if you walk out of range or connect/disconnect the headphones all day. (UPDATE: I found that hitting the Play/Pause button on the headphones will connect it to the iPad without having to go into the options!)Battery life is very good and a charger is included - unfortunately it's an AC Adapter unlike the mini-USB port that most use.The headphones are very stylish and fold up very nicely (a big problem with the other headphones).The controls on the side are a nice idea, but more trouble than they're worth (at least to me). They're small buttons and I always find myself hitting the wrong one. Most of them will NOT work on the iPhone/iPod/iPad (only the VOL+, VOL- and Play/Pause buttons work). No big loss since the controls are so hard to find (they're behind the ear). (UPDATE: The buttons have gotten easier to find after further use - still not the easist, but definitely do-able (especially for volume)When paired with the iPad, it ""takes control"" of the volume (so you need to use the iPad to change the volume). See the product image I've attached to the item page.Sound is very good - I've heard complaints that it doesn't block out noise as good as it should (while I don't use it in the loudest places, I found it to block out most noises - not ""noise cancelling"" though). Bass could be better, but overall not bad. Not up to par with mySennheiser HD-595 Premier Headphone, but it's also a third of the price and bluetooth.I would have liked a headphone input jack for those times you want to use it with a non-bluetooth device (like a home theater).I havent used it as a headset yet, but heard it does a decent job.Overall a very good product and possibly the best bluetooth headphones available in this price range. If you need something compact and high quality, and can deal with some of its oddities like the button placement, need for AC adapter and pairing issues, it's a great little addition!","06 15, 2010",A2ARDVMUGDFED6,MiRSD,Works nicely with iPad. Best Bluetooth option I've found.,1276560000,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000PCCLPU,"[1, 1]",5,"It's really hard to describe how good it sounds.  I've been impressing all my friends with it's audio quality; regardless of it being wireless or not.  I can heard subtle details in the songs that I didn't know existed; just like studio monitor headphones.  In fact, they are so clear, I can easily tell the difference between standard mp3 compression sound quality and audio CDs.  I've been using these headphones for days and hours at a time; and, it just doesnt run out of battery power.  It also does a great job of cutting out noise that you dont want to hear in the same room.","02 6, 2008",ABMXL4QJSBJD3,mkanet,"These headphones are so good, I just had to come back and review it again",1202256000,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000PCCLPU,"[0, 0]",5,This blue tooth head set saved my day I can watch my movies on my Ipad when I am at the gym and listen to them on the headset with out wires dangling in my  way at my knees an awesome product I really like them.,"06 23, 2013",A3HBBPIJXDUK0T,Ray,Excellent,1371945600,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000PCCLPU,"[0, 0]",4,"Sony does it again. This headset is the second wireless headset I've bought from Sony, the 1st is an RF headset that I've had for going on 4yrs. This bluetooth has great sound quality and fits without causing much ear discomfort, ie sweating during a hot day outside. Only con is not being able to charge via USB. Highly recommend!","08 2, 2011",A3R1XL5WIOLBP0,trvlnb3,great headset,1312243200,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000PCCLPU,"[3, 4]",2,"The microphone on the headset is overly sensitive. So sensitive, that my peer can not hear me while I walk from a relatively quiet street - background noises cover my speech, making the headset useless.","04 13, 2008",A11LIFTP3X8SVP,VLAD DIDENKO,Not for talking,1208044800,Sony DRBT50 Stereo Bluetooth Headset (Discontinued by Manufacturer)
B000SAD7RA,"[10, 10]",4,"I'm a grizzled veteran of the BT headset wars, and I'm always changing to find the ""perfect"" headset.  This is the closest I've come so far.Here's the good:===========================* By far, the best thing about it is the noise-cancelling feature. I'm on the road a lot, and the ""max"" setting almost eliminates road and background noise on the other end...my daughter said she hated talking to me when I was on the road before I bought this headset. This is a MAJOR plus, and the main reason I bought it to begin with. It simply works!* Volume is LOUD! In those noisy environments, this is a plus, and I usually have to turn it down to mid-range, even in noisy areas.* Unlike some, it is very comfortable to me, for long periods of time, and I wear mine for hours at a time. Lighweight and small...compared to my Motorola H700, it's heaven. I forget it's even on sometimes.* I love the quick disconnect, reconnect feature using the volume up/down buttons.  I use it with two phones (Motorola V325 for work and Blackberry 8700c for personal), and this makes it a breeze to switch from one to the other without having to fumble through the phone menus. (If you use it with a Blackberry, be sure to turn off the ""Echo Control"" setting in the BT menu for this headset.)* Clip for your shirt or pocket.* The price is very reasonable for a headset with these advanced features.So, what kept it from being 5-stars?=====================================* Proprietary charger (why not mini-USB, except to make more money?)* Slippery plastic ear hook, though they do include extras.* Talk time is okay, but not great. I can get maybe 4-5 hours out of it, putting it squarely in the average range based on my experiences.But these are minor, nitpicking complaints.  Overall, I would recommend this to anyone who wants a small, lightweight, comfortable, noise-reducing headset.","03 11, 2008",A38FPHYE72Y25P,bigbluelou,Best BT Headset I've used so far...and I've used a LOT,1205193600,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[47, 47]",5,"I have tried almost every brand of Bluetooth Headset on the market, but have not found one that meets my requirements until now. The Blueant Z9 is extremely lightweight and small. This makes it very comfortable, feels secure and does not flop around. The sound is loud enough that you do not have to increase the volume. The voice quality is clear and consistent. I have it paired with a Nokia 6555.Now for some details. The Jawbone is by far the best for handling noise cancellation. However, the voice would sometimes be garbled or breakup. The Z9 does a good job on noise cancellation and the voice stays clear and does not breakup.There are three buttons. The function button handles most features. There are two volume buttons for up and down. The volume buttons also have functions such as holding down the volume up button for three seconds actives the redial feature. This may sound confusing, but it really is not. You just need to read the instructions. The buttons are easy to press with little resistance.The Z9 has a large speaker so there was no need in the design for an ear bud that directs the sound into the ear. It also has two microphones that help improve voice quality for the person you are talking too.The noise cancellation defaults at minimum. In noisy environments, simply click the function button. A voice tells you that it is set to maximum noise cancellation. That is really a cool feature because you do not have to figure out what the beeps mean.The range is as advertised. I walked away from my phone by about thirty feet and still had a clear connection. Therefore, you do not have to place the headset on the same side or close to your phone.I looked at my phones paired devices and noticed I had firmware version 3.1. I went to the Blueant site and downloaded the instructions and installation program for firmware version 3.4. I could not get the installation to work, so I called tech support. He told me that the instructions online were for Windows XP and I had Vista. He said that they have not posted the instructions for Vista online yet. He promptly emailed me the Vista instructions. They were detailed and precise. I upgraded the firmware within a few minutes without any problem.Helpful hint: To get the best sound qualities, speak in a normal voice, not too loud. In addition, update the firmware to the latest version.I highly recommend you try this headset for yourself.Update: I have read that the ear hook is made of stiff plastic that cannot be bent. This is not entirely true. If you want a tighter and more secure fit then do the following. While holding the hook in the bent position you want, hold a hot hairdryer about two inches from it for about five seconds. The hook will stay in that bent position. Just be careful not to bend it too far or the hairdryer is too hot or too close to the hook. I did this with my hook and it fits much better, even with my glasses on.","01 31, 2008",A2PL4KZQJ0VFOB,"D. Dell ""Dell""",Excellent Headset,1201737600,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",5,"Ok, for the purpose of full disclosure, the negatives first. The earpiece needs work - BlueAnt can take lessons from Plantronics there. The earpiece unthreaded itself and disappeared within the first week or so. Good news is that I called BlueAnt and they mailed me a replacement the same day. No charge :)More good news - I discovered that one of my old Jabra gelcaps fits really well and it's more comfortable to wear than the ""official"" earpiece.This headset is the only one I've owned (5th one) that my mother had no complaints about hearing me. The acid test for clarity is my mom - and the BlueAnt passed.It doesn't do well with wind noise but not a single bluetooth does. One thing I love about this headset is that its firmware is upgradeable. I've already done it (with a few hiccups but BlueAnt's technical support is superb).I was at the Seahawks game and talked with my wife on the headset - she could hear me clearly (although it was so noisy I had a difficult time hearing her). I switched it to ""voice isolation max"" while I was pulling some noisy toters over rough asphalt while speaking with a friend and was told that my voice was totally clear.Here's the clincher - shortly after I got the BlueAnt I was speaking with one of my consultants. I asked him if he could hear me OK because I was using a new bluetooth. He couldn't believe that I was using a headset, asked me what I was using, and ordered a BlueAnt immediately!","09 20, 2008",A3REWL6YQ364O8,D. Slager,Best bluetooth headset (yet),1221868800,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",5,"The BlueAnt Z9 is everything it claims to be. Its easy to use and is very clear on both ends of the conversation. This is the first headset I have owned, both corded and cordless, that sounds nearly as good as a ""land line"". The battery life is amazing. I'm very pleased with this purchase.","04 14, 2008",A2X8424UF3ZEH6,D. Tabler,Excellent,1208131200,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[4, 4]",5,"This is the first BT ear piece I have had that actually works the way it should.  Very light, fits in the ear well and after a couple of days I almost forgot I have it on.  Some people complain about the unusually long button hold to end a call, but I have not had a problem with it.  Battery life is excellent.  Not as good in the wind as I had hoped but this is true of most BT ear pieces I have tried.  In the car works like a champ.Be sure you check the firmware version and upgrade to the latest.  The one I received was 2 releases behind.  This feature alone is worth the price!","04 17, 2008",A3I0I0YHZB013F,"IPPete ""IPPete""",This one works,1208390400,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",1,"I found this headset very comfortable, with excellent audio quality, the few times it successfully connected to my Nokia phones.After working with BlueAnt tech support and trying it on two different phones, they admitted that they have a known issue with Symbian OS phones (most Nokia and some other smartphones) where the headset can be ""paired"" with the phone, but it does not connect reliably for incoming or outgoing calls. Phrases used by the tech included:""[We] haven't got around the compatibility issues with Symbian phones.""""[this is a] known issue.""and apparently there is a significant amount of discussion on the BlueAnt support boards (which he could not find during our call).NOT RECOMMENDED FOR SYMBIAN OWNERS as much as I would like to!","05 6, 2008",A12C85BCA4ZETJ,Jeff Kletsky,"Comfortable, but NOKIA OWNERS BEWARE!",1210032000,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",5,"Product works as advertised. Easy to use, superb sound quality and a great buy to boot.","03 2, 2008",A3M58BO61645D5,"J. Morrison ""envarch""",Best bluetooth headset,1204416000,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",4,"I am a tech-saavy first-time owner of a Bluetooth headset.So far, the Z9 has been great.Pros:*Works with my cellphone's voice recognition so I press one button and say ""Call SoAndSo"".  I *LOVE* this feature.*Easy re-pairing after On/Off cycle*Decent battery life (I use my cell phone ~6 times daily, and it lasts 2 days)*Fits VERY SECURELY in my ear.Cons:*I've noticed a few times when the sound/mic stopped mid-call after about 30 mins.  Maybe I need a firmware update.*Other party can't hear me well with wind or background noise, even with the Enhance voice feature. But I can't imagine that many other devices perform much better*Learning curve. There are 3 buttons and with them, I can perform 20 functions.  There is 1 led light which represents 6 status indications.  It'll take some time before I know all of them, but the basic ones are very easy to learn.","07 24, 2008",A3IWEMSA7OMLA7,Lisa,Decent headset. Decent price,1216857600,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[31, 34]",3,"I have mixed feelings about this headset.First the bad news: It can't handle any wind at all, even the slightest breeze kills the conversation.  Doesn't matter what setting I use, it's just awful.  Secondly it keeps dropping out of Bluetooth,  out of nowhere I get the descending tones that mean it's turning off, then it dies.  Afterwards I restart it and it's fine.  The speaker volume for the headset is pathetically low at it's highest setting: If you're hard of hearing you won't be happy with this.On the good side, it cancels out background noise wonderfully.  I've used it when I've been in a noisy car and while standing next to a noisy construction site and people could hear me just fine.I'm going to contact Blue Ant and see if they have any fixes for the problems and I'll update this post after that.","10 17, 2007",A1TGFLIMON68AD,Marty Dart,There's good and bad.,1192579200,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[1, 1]",4,"I'd used Blueant products for at least 3 years before I lost my device. I tried to wait it out in hopes to find it and I did... It had been ran over in a parking lot, I knew right away that I would continue to used Blueant products because of my great experience in thepast. THIS PRODUCT IS VERY USER FRIENDLY AND GREAT FOR WORK.I even purchased one for a friend!Thanks!","01 17, 2011",A61LANLWFNFQU,MsT.,Great device for work!!!,1295222400,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[9, 9]",5,"I've been using a cellphone for a long time and have used lots of corded headsets with varying results.  I had a few bad experiences with Bluetooth early on and felt that it just wasn't ready for the prime time.  A friend got an older Jabra headset and it was terrible to talk on--static, breaking up, muddy speech--I basically REFUSED to talk to him while using it.So it was not without trepidation that I pulled trigger on this little fella.  I am impressed!  The highest praise I can give is to say: IT. JUST. WORKS.  You take it out, charge it and pair it with your phone (Palm Centro, no problem at all).  In seconds I was using it and it sounded GREAT.  Both my wife (an occasional Luddite) and good friend said that it was actually BETTER than when I was talking on the handset regularly.  What more can you say?Very comfortable to wear, the buttons are easy and intuitive to press, and it seems sturdy (in part because it is so light, I dropped it but was not worried at all).  Yes, it is a little confusing to know when to ""click"" a button and when to ""hold"" a button for 3 seconds and which combinations you need to press, but for the basic functions it's pretty straightforward and only for fancier things do you need to memorize (or look up in the handy guide) the buttons to press.What about background noise?  It did a nice job on a windy Boston day and when you which to maximum voice isolation it does a remarkable job with cutting out background noise and music.In sum, this is a remarkable headset.  It is small, light, affordable, and really does the job.  With a 2 year warranty and upgradable firmware (mine came with 3.4 the newest available), I'd say it is a pretty sweet device and worth picking up.","04 1, 2008",A3C2CPTCMB7S4N,"P. Lio ""Dermatophile""","""It just works"" = Highest Praise for such a device!",1207008000,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[1, 1]",5,"This is easily the best bluetooth headset I've used. I use a cell phone in my home office all day, and I need a headset that sounds very natural and as close to a land line sound as possible. This one delivers that, with very clear sound on both ends.  It's also the lightest one I've used, and it's very easy to wear it all day without discomfort. It also doesn't drop connections with the phone (a blackberry).  I've used a jawbone (sounds like it's a shortwave radio transmission), nokia bh-900 (clear but very uncomfortable for all day use), and a half dozen others in the last few years, and the others don't come close.  I also like that it comes with additional ear loops, but I doubt I'll need them since the earloop seems sturdier that the little wire loops most headsets come with, and I won't be carrying it in my pocket due to discomfort.Buy this one, you'll love it.","06 2, 2008",A3IUJR2SMA4MFF,R. Hodge,Best headset I've used,1212364800,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[1, 1]",5,"Bought these about 3 years ago for about $150.00 from Radio Shack, so now the price is right.  No problems so far and small size is ideal.","09 8, 2012",A1FEE54PAZVEKV,rob,Bluetooth,1347062400,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",4,"Very lightweight, good sound quality. Holds a charge pretty well. The sound isolation feature works pretty well... one setting or the other generally works unless I'm in the open in high wind.","04 6, 2008",AA92VINM64E2U,Rushedman68,Nice Ant-y,1207440000,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",1,"The unit came and right out of the box it had a rattling noise inside. I would've kept it but was bothering me when driving and I need to turn my head left and right.Also I noticed that it didn't work pretty good while paired with two mobile phones simultaneously.It is pretty small and it feels extremely comfortable, I wish it would've worked properly.","09 13, 2008",AMRZV2QEBGYOQ,Trip Adventures,Maybe only this one???...,1221264000,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SAD7RA,"[0, 0]",4,"This is a fantastic headset for use with a single device (phone, laptop/Skype, etc.).  It is better than all the others I tried, both in fit and sound quality.If you have a high need for switching between multiple devices, however, be aware that the advertised ""on the fly switching"" between up to 3 devices does not really work very well.The major shortcoming is that you have to completely turn off the current device (or its bluetooth radio) before you can switch to another device.  This makes no sense at all, since the Z9 has a button control for disconnecting from current device.Depending on your setup, this can range from a nuisance to a major roadblock.  For example, my setup is to use the Z9 with my laptop for Skype calls and my Blackberry for other calls.  I may switch back and forth regularly, depending on who I am calling.If I want to switch from cell phone to laptop, I have to complete turn off the cell phone bluetooth radio, which means the Blackberry loses all of its blutooth connections (including bluetooth synching to PC and modem use).  If I want to switch from laptop to Blackberry, I have to either turn off my entire laptop (it doesn't have a bluetooth radio off option), or remove the Z9 device from the bluetooth profile completely, which means I have to reinstall it from scratch again the next time.There is a new version called the Z9i, which claims to have better/more options for multiple devices.  I don't know if this limitation about having to turn off the current device has been fixed, however.","12 28, 2008",AG1OL1K3SFURN,W. Munro,"Great headset, doesn't work well for multiple devices",1230422400,BlueAnt Z9 Bluetooth Headset with Voice Isolation Technology
B000SR19V4,"[4, 6]",2,"i travel a lot and carry too many chargers...so, i though the callpod was a great idea.i ordered the charger and 4 adapters for $109 bucks...  the deliver was ontime.what arrived was a really cheap plastic pod and adapters that at most should not cost more than $2 bucks each...  the adapters are so cheaply made that they don't attach to the pod very good.  the charger has all these lights that stay on unless i unplug the entire unit.  the ipod charger is so badly made that it got stuck in my ipod...i had to spend serveral minutes trying to jiggle it out...i believe the side buttons which actuate the clip in inop...i called cellpod and they said to send it back...  i said no...they sent a defective adapter and they should pay the postage...  then...they tried to convince me to go to dhl and use their account...  i said no...i paid for deliver to my house and i'm not running around town looking for dhl...  finally...after haggling with c/s, they said they would send a prepaid dhl envelope to my home...all in all...this is really a cheesy product and not very good customer service...  i have not received the dhl envelope after a week...i will never buy from them again...nor will i recommend their products to my fellow travellers...","06 18, 2008",A1RMANWLQ05OK6,"buj ""buj""",clever idea...poor execution and customer service,1213747200,Callpod Universal Chargepod Base Unit with No Adapters - Silver
B000SR19V4,"[0, 1]",5,"I love the callpod chargepod, which is a round hub with 6 ""spokes"" of chargers sticking out of it. I have not found a single one my my rechargable electronics for which there is no callpod adapter. I felt that the default adapter's included with the callpod were not the best choice. So before purchasing a callpod make sure you count the cost of all of the spokes that you will purchase; they usually will cost you between seven and ten bucks apiece. But for me that is worth it. So this version of the callpod allowing you to purchase just the base and then purchase adapter's separately is the best route to go in my opinion.My life is a tangle of cords and the callpod chargepod works to fix that. I keep my six devices (usually two blackberries, an ipod, two bluetooth headsets, and an Amazon Kindle) charging in a self-contained circle without cords going everywhere and without the use of a powerstrip. Then when I travel, I can connect those same device to the car charger using the car power adapter. And in a hotel room, I can charge all my devices (including any that charge via usb using the usb adapter) without bringing tons of cords. The callpod is an expensive, yet for many, worthwhile accessory for your portable electronics.","04 19, 2009",A22S7D0LP8GRDH,"Jacob Hantla ""hantla.com""",Charge With Ease & No Tangles; My Favorite Portable Electronic Accessory,1240099200,Callpod Universal Chargepod Base Unit with No Adapters - Silver
B000SR19V4,"[15, 15]",4,"True, this charger will charge multiple devices, but...1. Individual cables are not labeled as to what device they are for.2. The charger lights do not go out when the device is charged.  I can see how you might overcharge some devices because there is no automatic circuit that detects when the battery is fully charged.  Such ""battery full"" circuits are almost always present in chargers made for specific devices.3. Unless you buy an adapter specifically for the iPod, the USB adapter still requires an iPod charging cable, which you may already have.I'm not saying that the Chargepod doesn't do what it's supposed to do, but you should note these caveats.","12 26, 2007",A2W1J67OS0VIAO,J. Paulsonn,"Useful product, but...",1198627200,Callpod Universal Chargepod Base Unit with No Adapters - Silver
B000SR19V4,"[11, 11]",5,"Please see my review for this item under the link where it is sold as part of a starter pack, which may make more sense for you to buy than just the unit alone(in which case you will have to buy separate adaptors for each gadget that you want to use) depending on your needs.","11 17, 2007",A3NEAETOSXDBOM,Stephen M. Charme,Great solution for charging your electronics,1195257600,Callpod Universal Chargepod Base Unit with No Adapters - Silver
B000SR19V4,"[2, 2]",5,"Although I didn't like my CallPod Dragon bluetooth headset, I love this CallPod Charger.  I started running out of places to charge my multiple gadgets at night, each one wanting is own outlet.  With this unit, I charge two cell phones, my bluetooth headset, two Ipods, and I still have room for expansion.  Best of all, I only have to tie up a single outlet.My only complaint is that I would like to be able to turn off all the little LEDs for each connected device.  At night, my bedroom ceiling glows blue due all those LEDs.","06 8, 2008",A2UHZ066BC4UYA,Vic,One of my favorite gadgets,1212883200,Callpod Universal Chargepod Base Unit with No Adapters - Silver
B000T1RU3A,"[0, 0]",5,"i use this headset on my msi wind, and i have tried many bt headsets. it turns out that most of them fall under the wireless store mantra. ""sell crap for more"". but this headset sounds good plus you can step on it, drop it, loan it do a drunk friend, and then have it fall out of a car, and it still works. its a great product. just buy it and then you wont have to buy crap.","02 20, 2009",A30HTH72XPYK33,Chris B. Hirner,"owned many bt headsets, this one isnt crap",1235088000,Cardo S-2 Bluetooth Wireless Stereo Headphones
B000T1RU3A,"[0, 0]",4,"Great for working in the yard or exercise.  These guys are compact & lightweight.  Comfort is good, though it decreases slightly on  extended use.  The earphones stay centered on your ears.  Phone call quality is excellent for both parties.  The controls are easy to use & well designed.The only negative was that the bass response was not as strong as I had hoped for, but they sound good & work great.  For the price, they can't be beat & they are quite handy on a cold windy day.","01 3, 2008",A27NT9N75U41XN,Donald J. Baranowski,Sounds good & keeps your ears warm in the cold,1199318400,Cardo S-2 Bluetooth Wireless Stereo Headphones
B000T1RU3A,"[0, 0]",1,"I hate the fact I wasted money on this product. After 2 days I had 1 hour of battery life. I had to keep it on charger just to have juice for maybe 1 conversation, its not comfortable, and its flimsy. Dont waste your money.","04 9, 2009",A2RYRRTUZW9ZSC,"Italo La Posta ""Roman One""",Junk,1239235200,Cardo S-2 Bluetooth Wireless Stereo Headphones
B000T1RU3A,"[12, 15]",5,"This headset works great on my Nokia 6300b cell phone. I bought it primarily to listen to music on my mobile phone without wires. The sound quality is great here with good bass.Pairing was simple. Just press the control button on the Cardo S-2 for about 7 seconds till you get alternating red and blue flashing lights and then go to your cell phone and ""add"" a ""new bluetooth device"" (make sure its in ""discoverable"" mode) with the 4 digit, 0000 passcode. Since my Nokia also supports the AVRCP profile, I'm able to control all the functions of the music player through pressing different parts of the Cardo S-2 headset. Moreover, the headset is very comfortable to wear, which is quite important.To get the stereo headset to work, I first press the control button on the S-2 for about 3 seconds till I see blue flashing lights. Then I go to the bluetooth section on my cell phone and connect it to the Cardo S-2. Now I can open the music player and listen to beautiful music.This headset comes with a hidden microphone. I've used it for voice conversations with my Nokia and it performs quite well. What's most impressive is that it easily switches from stereo to regular voice calling  seamlessly. I hear everyone well and they hear me well too.I paired the Cardo S-2 with my Fujitsu laptop, running XP Professional SP1, with the Widcomm software, version 4.1 and couldn't get it to work with Realplayer or Windows Media Player at all. I then tried version 5.1, but the result was not much better:  just a few sporadic sounds came out. However, when I paired it with the BlueSoleil software version 1.64, I got these headphones to work on my laptop. The music quality was good (but not as good as on my Nokia), but there were breaks once in a while in the music, which I never had with my Nokia 6300b. However, when I tried the software version 3.2 (Bluesoleil), the sound quality of the music was perfect with no gaps. The only remaining problem I had was that MSN Messenger and Yahoo Instant Messenger did not recognize the microphone on my Cardo S-2 (like my Nokia does). When I emailed Cardo's tech support and told them about this problem, I got this abstract robotic response blaming Microsoft's drivers. But I remedied that by buying the tiny $5 Labtec Mic 333 and plugging it into the microphone jack of my laptop's sound card.I bought the Cardo S2 to use primarily with my Nokia so I am very happy with it. With my Nokia 6300b, the Cardo S-2 deserves 5 stars. With my Fujitsu laptop, I only give it 4 stars because I could not get the Cardo S2 microphone to work with Yahoo Instant Messenger or MSN Messenger.","08 24, 2007",APGPEJS55U2SF,Jeffrey Liss,Great For Certain Cell Phones,1187913600,Cardo S-2 Bluetooth Wireless Stereo Headphones
B000T1RU3A,"[0, 0]",5,"these headphones are perfect for working out, bike riding and anything else that you may do actively.  no wires means no interrupting when performing outdoor activities.  Just remember you need a2dp software for your phone to get the full effect of these headphones.","07 6, 2008",AR2WRROF6SOQV,"Jerrell L. Tucker ""Real Rell""","wireless, bluetooth headset",1215302400,Cardo S-2 Bluetooth Wireless Stereo Headphones
B000T1RU3A,"[0, 0]",3,Less high frequency response than my Motorola S9's.Difficult pairing with HTC Touch -- have to go to settings - each time to refresh unit as Wireless stereo and wireless handset.  A pain !Fits well.  Light - great for exercising.  Don't get in the way.,"12 31, 2008",AI0Y5QFSF881V,"Melnic ""Melnic""",Less than expected,1230681600,Cardo S-2 Bluetooth Wireless Stereo Headphones
B000T1RU3A,"[0, 0]",2,"I went through two of these.  They are great.  However, considering I had to go through 2 of them in the past 3 months, I would say the build quality is garbage... at least in the plastic near the speaker.  That plastic will just snap with normal use.  I've never had this problem with any other headphone.  It does sound great though.","01 24, 2008",ABMXL4QJSBJD3,mkanet,Everything great... except it will snap in half with normal use..,1201132800,Cardo S-2 Bluetooth Wireless Stereo Headphones
